0,0.026915,0.0022727,0.00049767,0.0002944,-0.00020817,-0.0016175,-6.9018e-05,-0.0043404,-0.00064258
0.0097656,0.037893,0.0030283,0.00051707,-0.00066028,-0.00077184,-0.0020525,-0.00041466,-0.0039097,-0.0011882
0.019531,0.055911,0.010307,0.0070226,1.0681e-05,0.00029812,0.0062899,0.002358,0.0053595,0.0019406
0.029297,0.040104,-0.0025783,-0.0056526,0.00075611,0.00068463,0.00016874,-0.0006392,0.00025403,-0.00077126
0.039063,0.035206,0.0063269,0.0042468,-0.00075548,-0.00025222,0.0033416,-0.0012261,0.0026069,0.0018316
0.048828,0.0038618,-0.0053936,-0.0060602,0.0020645,0.0023758,0.00065994,-0.00014401,0.0010918,0.0024268
0.058594,-0.018719,0.00039427,0.001771,0.001189,0.001414,0.00080595,-0.00014248,0.0018744,0.0021964
0.068359,-0.026292,-0.0013927,0.00040079,0.0004946,0.0010489,-0.0022343,-0.00017191,-0.0025368,-0.00091048
0.078125,0.0022133,0.0072016,0.0075609,0.0014,0.0023858,0.0097778,0.001704,0.0043243,0.0010919
0.087891,0.011156,0.0047482,0.0042867,-0.00025922,0.00063917,0.0041096,0.0040834,0.006851,0.0022097
0.097656,0.00015853,-0.0078107,-0.0083848,0.0016136,0.0010123,-0.0059775,-0.0043384,-0.0073238,-0.001886
0.10742,0.013296,0.0037339,0.0030452,-0.0020396,-0.0019943,0.001532,0.0015735,0.0023077,-0.00069793
0.11719,0.0089513,-0.0010522,-0.0017727,-0.00061549,-0.00070601,0.00055489,-0.00045556,0.00069405,0.0017985
0.12695,0.012493,-0.00044828,-0.0013804,0.0013542,0.0018202,0.002288,0.0018671,0.0031033,0.0021964
0.13672,0.014037,-0.0017326,-0.0028685,-0.0015554,-0.00033259,0.00084826,-0.0004239,0.0015338,-0.0010973
0.14648,0.0031231,-0.012149,-0.012039,-0.0029447,-0.0021461,-0.0042155,-0.004986,-0.013502,-0.0028635
0.15625,0.10448,-0.011299,-0.010461,0.00031042,-0.00076653,-0.0031343,0.0042565,-0.0060816,-0.0032253
0.16602,0.3664,-0.006281,-0.0035835,-0.0051107,-0.0050041,-0.00079722,0.010403,0.00075071,-0.0034487
0.17578,0.21722,-0.017939,-0.016237,0.00030161,-0.0013523,-0.0048913,-0.019033,-0.0023256,-0.0045803
0.18555,-0.26858,-0.012851,-0.014702,-0.008015,-0.0030781,0.0010802,-0.010889,0.00061618,-0.00017469
0.19531,-0.59669,-0.01709,-0.021285,0.0013648,0.0041448,0.0015818,0.0057543,-0.00064316,0.002101
0.20508,-0.34225,0.032671,0.029957,-0.0050014,-0.0040504,0.0048355,0.012585,0.004557,-0.002428
0.21484,-0.073429,0.035465,0.034677,-0.0069762,-0.0056327,0.017562,0.01627,-0.00034254,-0.0030635
0.22461,0.03367,-0.0016543,-0.0013987,0.00095411,-0.00026484,0.0011425,0.00020275,0.0029224,0.0011644
0.23438,0.012512,-0.002545,-0.002436,0.0014226,0.0026096,-0.0020338,-0.00083017,-0.0028207,0.00091802
0.24414,0.01496,-0.00070956,-0.00059614,-0.0018285,-0.0016492,-0.00017519,0.00095187,-3.7072e-05,-0.0013347
0.25391,0.020861,-0.0022691,-0.0040203,0.00087834,0.00059913,9.9099e-07,-0.00044684,-0.00013582,-0.0012875
0.26367,0.012808,-0.0016814,-0.0027785,0.001467,0.0017644,-0.00096077,-0.00034068,-0.0015519,0.00029898
0.27344,0.016956,-0.00061077,-0.0019408,0.0034886,0.005123,0.00039384,-2.268e-05,0.00086743,-0.0028031
0.2832,0.0039155,-0.0056512,-0.0063756,-6.7947e-05,-0.00076896,-0.0024979,-0.0019376,-0.0022411,0.00069247
0.29297,0.025519,0.0012546,-0.00058252,0.00073132,0.00076136,0.0055056,0.0073257,0.0065407,0.0026065
0.30273,0.0141,-0.011526,-0.013466,0.0012568,0.00126,-0.0074224,-0.005748,-0.007247,-0.0013931
0.3125,0.019299,-0.0093388,-0.011507,-3.4194e-05,-0.00031006,-0.0018091,-0.0018343,-0.0015766,-0.0011998
0.32227,-0.0033527,-0.0044964,-0.004583,0.0003501,-0.00061384,-0.0020728,-0.0044685,-0.0015804,-0.0012672
0.33203,-0.011091,-0.0040062,-0.0034697,0.00061455,-0.00043894,0.0016717,-5.5962e-05,0.0014652,0.0020133
0.3418,-0.01786,-0.0039664,-0.0029144,-0.00063275,-0.00073578,0.0024521,0.00096447,0.0011343,0.0018557
0.35156,-0.0058159,-0.0072856,-0.0073969,-0.0025086,-0.0022619,-0.001201,0.00077965,-0.0014155,-0.001698
0.36133,0.0078825,-0.0039282,-0.0048224,-6.5938e-05,0.0011042,0.00018555,0.0020896,0.00025432,-0.003154
0.37109,0.027568,-0.0050794,-0.0075514,6.5597e-05,-0.00033121,-0.0022691,0.0010177,-0.001938,-0.0034425
0.38086,0.047251,-0.0013343,-0.005013,-0.001505,-0.0014517,-0.002491,-5.2846e-05,-0.0033162,-0.0018729
0.39063,0.075721,0.0030086,-0.0024968,0.0011501,9.1208e-05,-0.00085041,0.0026532,-0.001123,0.00088889
0.40039,0.096403,0.011882,0.0054824,0.0019167,0.0023382,0.0012041,0.0033553,0.0014146,0.0012727
0.41016,0.10584,0.0065706,-0.00094567,-0.0054656,-0.005941,-0.00077618,0.00099567,-0.00042681,-0.0020705
